"id","naslov","labela","podtip"
"sportklub_cde13a616b","Zvezda završila prvo pojačanje, obeštećenje 1.000.000 €","1",""
"sportklub_c974fc5a08","Pariz gori: Huligani pale i lome, policija, vodeni topovi…","1",""
"sportklub_cdef5a24dc","Dobrić o izlasku iz igre: I ja sam bio začuđen kao i navijači","0",""
"sportklub_6088975839","Gledajte samo šta radi Kendrik Nan u ova tri napada (VIDEO)","1",""
"sportklub_edef9f4267","Istorijsko finale bez večitih: Šta će odlučiti prvaka Srbije?","1",""
"sportklub_74d540d56f","Štoper Liverpula u Realu iz Madrida","1",""
"sportklub_8be3b17b84","Todorić za SK: Nikada nije bilo ovako, plašim se za košarku","1",""
"sportklub_d22f0f0a28","Karantin zbog ebole, pa na megdan Portugalu: Da pokažemo svetu…","1",""
"sportklub_a24bf12b07","Obradović gledao… Alba krade Kariju poslednji pehar u karijeri","0",""
"sportklub_032741c1de","Muzeti upozorava: Ljudi se klade usred mečeva i ometaju ih","0",""
"sportklub_c0a88efd49","Teška odluka: Dončić propušta reprezentativno leto","0",""
"sportklub_6fb617e8a1","Najveći o najvećem: Miljković poslao dirljivu poruku Đokoviću","1",""
"sportklub_bf1c14e738","Nemac šutnuo reket u publiku! Novak je bio kažnjen, a on…","1",""
"sportklub_cfbf560cb1","Kolumbijac se zaljubio u Meksikanku i postao heroj SP","1",""
"sportklub_9a263f17ba","Partizan o „Slučaju Milton“: Zvezda može, a mi ne…","1",""
"sportklub_21f8119673","Izbori u Zvezdi: Za ili protiv Mijailovića","0",""
"sportklub_67ab91b68e","Ima preko 60 miliona pratilaca, ali je K. Ronaldo rasplakao","1",""
"sportklub_61c74729ad","Anćelotiju ne valja, Barselona ga dovodi za 80.000.000 evra","1",""
"sportklub_508b9740f3","Crna Gora šokirala Vels, biti ili ne biti protiv Albanije","0",""
"sportklub_33498ee8f6","Partizan puca visoko: Na meti poznati špic od 22.500.000 evra!","1",""
"sportklub_6b8b016566","Težak je to ‘leba: Nikolinog saigrača udarili u lice 53 puta!","1",""
"sportklub_b0f774bfc7","Šampion Evrope razmatra kupovinu Zvezdinog bisera","1",""
"sportklub_b819658908","SK: Meksikanci Srbiji dolazak platili 400.000 dolara!","0",""
"sportklub_741ca8262c","Janakopulos napao Barcokasa: Ja sam zlikovac? Pogledajte njega!","1",""
"sportklub_1e070bd4d1","(VIDEO): F1 zna nešto što mi ne znamo – Markes je bivši?!","1",""
"sportklub_75277c0f9c","Opstanak, pa rastanak: Rastali se Mijailović i Lučanci","0",""
"sportklub_94ffa4facd","Partizan kažnjen: Zatvoren ceo sektor! Loša vest i za Dubai","1",""
"sportklub_6dbc15794e","Conga: I ovakav Novak je jedan od najboljih na svetu","0",""
"sportklub_892648d20b","Pokrenuta istraga protiv FIFA zbog karata za mečeve Mundijala","0",""
"sportklub_c6a18e6511","Siti pregovara oko Mareske, moraće da plati obeštećenje Čelsiju","0",""
"sportklub_b7a60d7c57","Prazne tribine, prazni i rafovi: Nestašica sličica za Mundijal","0",""
"sportklub_990b5075a9","Najbolji na svetu spreman za Vimbldon, nema pripremnih mečeva","1",""
"sportklub_37acbe5cf8","U Zvezdi zatečeni zahtevom Partizana: Nećemo to dozvoliti!","1",""
"sportklub_2086be9741","Da li je on čovek za Milan? Iraola ima ponudu na stolu","1",""
"sportklub_9e930cd59e","Đirona pobegla od zone ispadanja, razlika sada dva boda","0",""
"sportklub_6b9a9617b1","Sudbina Monaka visi o koncu ako ostanu bez 30.000.000 evra","1",""
"sportklub_a8b9b3d69c","Paunović posle debakla: Bolan rezultat, moramo da savijemo vrat","0",""
"sportklub_95d6e6c3bb","Panama sanja prvu pobedu: Ovo je spisak Los Canalerosa","0",""
"sportklub_bbe8f30ff5","Željko Obradović u Veneciji, i to u dobro poznatom društvu","1",""
"sportklub_3334b5cb94","Odbijena žalba Sautemptona posle izbacivanja iz plej-ofa","0",""
"sportklub_5f10957aa1","Ovako je rešeno pitanje šampiona: Aleksa kao led, Karlik u obruč","1",""
"sportklub_299811bf81","Vembanjama: Moram da pozovem Grega Popoviča","1",""
"sportklub_4106a49b80","Partizan dobija konkurenciju u trci za potpis napadača","1",""
"sportklub_79998e7b8f","Gonsales slomio Vijetija u finišu za trijumf na “Katalunji”","0",""
"sportklub_e6c3cf1704","(VIDEO) Vasa inspirisan za igru, ali Iranci prekinuli „zabavu“","1",""
"sportklub_d1a97d4248","Jokić izabran u idealnu petorku NBA lige, Srbin obara rekorde","0",""
"sportklub_552b9a7ca6","Novak: Duh vuka uvek prisutan, makar na jednoj nozi bio…","1",""
"sportklub_b719658050","Povratak Gajasa Zahida","0",""
"sportklub_9a1e7a5727","CEV sprema veliku promenu","1",""
"sportklub_747e66dae5","Osasuna jedva sačuvala „živu glavu“, ali trener nije!","1",""
"sportklub_df671f48f2","Rikelme tandemom iz Sitija ruši Florentina","0",""
"sportklub_b8104bcb15","Predstavili se i domaćini: Ovo je spisak Amerikanaca","0",""
"sportklub_f5782d9d25","Uniks osetio Radonjizam! Moćni Zenit korak bliže finalu","0",""
"sportklub_2c9205919e","Igre dopinga: Jedan svetski rekord je „oboren“","1",""
"sportklub_6b3b363425","SIM: Poznati učesnici državnog finala u rukometu","0",""
"sportklub_89e2d326ff","Alaves pobedio Barsu i pobegao iz opasne zone, Hetafe siguran","0",""
"sportklub_e064bef3e7","Kevin Kigen otkrio da ima rak četvrtog stadijuma","0",""
"sportklub_7b4ebf1d35","Nole, da li ćemo te videti sledeće godine u Parizu? „Ne znam…“","1",""
"sportklub_bea474909b","Razlog zbog kojeg su navijači Zvezde negodovali tokom derbija","1",""
"sportklub_372ee592b3","Srbija ima protivnika u polufinalu! Poznato kada igraju za finale","1",""
"sportklub_ba04b736cf","Dončićev projekat želi u Evrokup, a šta je sa NBA Evropa?","1",""
"sportklub_d9beb41f27","VIDEO: Zastava Palestine vijori se na busu fudbalera Barselone","0",""
"sportklub_db24bee691","Haos na proslavi: Jedan izboden, 16 uhapšenih, napad na hitnu","0",""
"sportklub_37d4dc2643","Ništa od penzije: Nojer u Bajernu još godinu dana","0",""
"sportklub_d27b9223d3","(VIDEO) Blickrig Vegasa u Denveru za 2:0","0",""
"sportklub_ccc02aae6b","SK: Novak Đoković ima novog trenera!","0",""
"sportklub_b838ca51e4","CSKA dobio i treći meč u finalu, još pobeda do titule","0",""
"sportklub_31d58289e9","Enrike: Ja legenda? Mene to ne zanima!","0",""
"sportklub_e0f082752e","Anđušićev Aris ostao u sezoni, PAO se proveo na Mikonosu","0",""
"sportklub_cae1b31d11","Poraz u kvalifikacijama posle 23 godine: Španija ponizila Lavice","0",""
"sportklub_2ae5029b9b","Nema više prepreka za Zvezdu: Navaro napustio Malagu","0",""
"sportklub_a64fa2fec6","Arnautović prelomio: To je to, završena priča, nema povratka","0",""
"sportklub_916d2cf5f6","Spisak igrača SP 2026: Ime, broj na dresu, datum rođenja, klub…","0",""
"sportklub_0bc0a6087e","(VIDEO) Ataman ima veliki problem: PAO se umalo obrukao u OAKA","1",""
"sportklub_4a8d39fd7f","(VIDEO) Uh, ovo je bolelo: Zakucao se u sudijsku stolicu na RG","1",""
"sportklub_aac50d5800","Pred penziju: Pešić u borbi za titulu protiv bivšeg kluba","0",""
"sportklub_4c61dbbe38","Nik Kalates prihvatio ponudu: Dve godine i 1.800.000 evra","0",""
"sportklub_471e066987","UEFA kaznila Fener: Prijavili da Akturkoglua plaćaju 35€ mesečno","0",""
"sportklub_3c601a32df","Somalski sudija dočekan kao heroj, častila ga i UEFA","0",""
"sportklub_57a37893b5","Feđa Dudić krenuo na posao: Miletić prvo pojačanje Radničkog 1923","0",""
"sportklub_3a63e236d6","(VIDEO) Nervozni Nan i “tata” Milutinov – Olimpijakos je šampion!","0",""
"sportklub_71a018d8dd","Petrovac dokusurio Budućnost, slavlje u Kotoru…","0",""
"sportklub_341e1adc68","Real isplatio Benfiku: Žoze Murinjo se stvarno vratio","0",""
"sportklub_15b04ef5bc","Opet: PSŽ je prvak Francuske!","0",""
"sportklub_bbb8b3791d","Zvezda sprema milione za krilo Hapoela","1",""
"sportklub_21eadec974","Dembele o Mbapeu: Je l’ vezao pertle, spustio štucne… Preteruju","0",""
"sportklub_fca1f46036","Dejan Marković: Ni Peđini, ni Dankovi, mi smo – Partizanovi","0",""
"sportklub_0bc84c0082","Saznajemo: Spreman novi ugovor! Nikolić vodi AEK do 2029.","0",""
"sportklub_b92e2e3d09","Nejmar proupušta prijateljske mečeve, možda i početak Mundijala","1",""
"sportklub_3581a3366b","Žakelj: Verujemo u finale; Sekulić: Naš cilj je jasan","1",""
"sportklub_ed4221a1ef","Jovana Arsić je osvojila zlato u Svetskom kupu!","0",""
"sportklub_b6b517c724","Nove mušterije u trci za Paskvala! Nude mu bogatstvo da dođe","1",""
"sportklub_7c1898e1b7","KLS pozvao novinare i postavio embargo na (neprijatna) pitanja","1",""
"sportklub_5508212c74","Fonseka protiv Đokovića igrao kao Alkaras plus fantastičan servis","0",""
"sportklub_9840edeadc","Kakva scena: Jan Rajt sa flašom šampanjca slavi sa navijačima","0",""
"sportklub_c5b83b7455","Advokat se vratio na klupu Kurasaoa","1",""
"sportklub_91038932ee","(VIDEO) Vezenkovu zabavno sa SK: Koliko sam dao, 14, a?","1",""
"sportklub_4409526d4a","Arbeloa poslednji put vodi Real: Spreman sam za nove izazove","0",""
"sportklub_5e0fd027e8","Sad i zvanično: Mladen Dodić preuzeo Bor 1919","0",""
"sportklub_5e2cd28ce9","Radnički počistio Novi Beograd na putu ka tronu!","0",""
"sportklub_aa521ea810","Bertoluči: Šta kriju Siner i njegovi lekari?","1",""
"sportklub_1b730483ca","Svetski šampion se vraća kući, oblači dres velikana","1",""
"sportklub_960d58195b","SK u svlačionici Olimpijakosa: Šta kažu Tajrik, Dorsi, Furnije…","1",""
"sportklub_83b6276bf7","Splitski Hajduk doveo igrača iz šampiona Srbije","1",""
"sportklub_0f43be3ca0","I dalje se ne zna gde će igrati Dubai i Budućnost","0",""
"sportklub_65cac2fa47","Pala kvota da Novak osvaja RG, ali kladionice favorizuju Zvereva","0",""
"sportklub_36e503b79d","Dosta praznih obećanja: Paskval napušta Barsu! Blizu je ABA lige","0",""
"sportklub_0ea812e848","Poznati rivali za Partizan i Zvezdu na fajnal foru KLS","1",""
"sportklub_4a2f613026","Rasel se vratio na čelo pred kvalifikacije, Botas izazvao prekid","0",""
"sportklub_29d63e4b28","Hamad o ludačkim uslovima i Novaku: Prijaće mu Troicki","1",""
"sportklub_70b6b857b1","Zvezda čuva golmana: Mateus pristao na novi ugovor","0",""
"sportklub_c337a79557","Mesina sprema rez za 5. jun","0",""
"sportklub_ebf6ac628b","UEFA doživotno suspendovala Vlačkovskog, poziv FIFA da uradi isto","0",""
"sportklub_2b84e2bc94","Brejk Avalanša u Mineapolisu, prva meč lopta za dva dana","0",""
"sportklub_9551452685","Spisak Urugvaja: 40-godišnji golman peti put na Mundijalu!","0",""
"sportklub_b239384276","Narvaezu treća etapa na Điru, Eulalio čuva roze majicu","0",""
"sportklub_d8b386aec6","Fener produžio ugovor sa EL i pozvao je na saradnju sa NBA Evropa","0",""
"sportklub_be6dde4d58","(VIDEO) Jurtseven: Veoma je dobar osećaj vratiti se","0",""
"sportklub_80a1d4d6f7","Siner: Nije realno osvojiti svih devet mastersa u istoj godini","0",""
"sportklub_af64ab1ae6","(VIDEO) TSC predstavio Milijaša: Od strarta borba za Superligu","0",""
"sportklub_819c0491c9","Gudurićev Armani na pobedu od titule","0",""
"sportklub_05e1de573d","Terzić: Primači su nam se uplašili, trebaće puno vremena","1",""
"sportklub_f3c4549cd3","Džejkobs pušten iz zatvora, možda prođe i bez optužnice","1",""
"sportklub_2a8f0d2694","Blagojević: Drugačiji teren, veštačka trava, drugačiji ambijent","1",""
"sportklub_44138dbfcd","Srećan kraj: Natho strelac na oproštaju, „petarda“ Partizana","0",""
"sportklub_57609f7fd9","Kostiću ističe ugovor sa Juveom, ali ostaje u Seriji A","0",""
"sportklub_aa3dea1b4e","Željkov igrač, Darkov pomoćnik: On eksplodira, a onda se grlimo","1",""
"sportklub_634e76cb92","Kazemiro odgovorio na Karagerove kritike: Ne poštuješ me","0",""
"sportklub_7180eaadfe","Novak: Ne znam šta sam mogao bolje, svaka mu čast","0",""
"sportklub_2139059363","Stankovićeva Venecija se već pojačava: Stigao Hrvat iz Lacija","1",""
"sportklub_6fc5bcef13","Tebas: Perez je čovek koji glumi žrtvu, neki mu veruju","0",""
"sportklub_4408213dd9","Uzeli mu sve: Milionska krađa u kući Del Potra","0",""
"sportklub_962b25b949","Partizan bez vrlo bitnog igrača kreće u finale ABA lige","1",""
"sportklub_4dc55d9b45","Kapiten i sjajni defanzivac napuštaju Real iz Madrida","1",""
"sportklub_0146f0c524","Pucnjava u blizini kampa tri fudbalske reprezentacije u Americi","0",""
"sportklub_daf0c6ad59","Ludilo se nastavlja: Zabranjen ulazak fudbalskom sudiji u SAD","1",""
"sportklub_dc37cce568","Tragedija: Bivši igrač Liona i Tuluza preminuo u 43. godini","0",""
"sportklub_9fbbaab74c","Valensija sprema pakao: Evo šta čeka Panatinaikos u majstorici","1",""
"sportklub_83717d0dd1","Ruskinja Mira Andrejeva je kraljica Pariza!","0",""
"sportklub_e6c3988caf","Opasno preti: Siner do kraja sezone gađa još tri Novakova rekorda","0",""
"sportklub_8d1c2196b7","Kanada napadala, BiH diplomirala odbranu – 1:1 u Torontu","0",""
"sportklub_8165a4d67e","(VIDEO) Miloš Cvjetićanin doživeo težak nokaut u Roterdamu","0",""
"sportklub_54759c42ca","Golčina bivšeg igrača Partizana! Betis u LŠ posle 21 godine","0",""
"sportklub_f158b24ac5","Antoneli najbrži u Monaku, konkurenti „padali“ jedan po jedan!","0",""
"sportklub_5725e2d44d","Pobeda Crne Gore u Plovdivu, šestorica iz Super lige","0",""
"sportklub_b6c194ee38","Alžir gori! Alger slavi titulu!","0",""
"sportklub_7bd4b311a8","Čuameni o tuči sa Valverdeom: Da se ne radi o Realu…","1",""
"sportklub_dfef627972","Fric prvi još od Mustera, Šelton spasao dve meč lopte za finale","0",""
"sportklub_ed4ca98490","Crvena zvezda odbranila šampionski tron","0",""
"sportklub_d075d795a1","Ako, ako, ako… Murinjo demantuje da je siguran povratak u Real","0",""
"sportklub_c07a887c96","Oprošten mu je Čempionšip: Espirito Santo nije dobio otkaz","0",""
"sportklub_8f2f80152f","Žestok sukob pred finale u Loznici: Zaratili Zbiljić i Terzić","1",""
"sportklub_e9020af40c","Balinovac „pao“ na Grafičaru","1",""
"sportklub_c5fc683a4c","RG: Iva i Ijala, poslednji ples i dete s jednoručnim bekhendom","0",""
"sportklub_7b779a124f","Pravo niotkuda: Vratio se Džon Braun","0",""
"sportklub_40b9761234","U Hrvatskoj se odlučuje pozicijama za Evropu, a u BiH o opstanku","0",""
"sportklub_5c68b05474","Saznajemo: FIFA zabranila Zvezdi registraciju pojačanja","0",""
"sportklub_38652fab19","Nikolu Milutinova opkolili navijači, on govorio za Sport klub","0",""
"sportklub_de1bc99156","Uhapšen Džejms Harden","0",""
"sportklub_6ffea467d0","Ne stigneš da ubaciš 47 poena u koš života, a vreme je isteklo","1",""
"sportklub_f0abd22cdf","Šampionski mentalitet: Đoković preokretom do drugog kola RG","0",""
"sportklub_dfa5ecd046","Srbija pred žreb za SP: Sanjaju se Nemačka, Argentina, Italija…","0",""
"sportklub_2882959e18","Atamana ne dotiče „dolazak“ Žoca u PAO – imao je spreman odgovor","0",""
"sportklub_f9a5a6be0c","Klod Lemije (60) pronađen mrtav","0",""
"sportklub_a6bb19022f","Nastavak Partizanove nadmoći ili se Zvezda vraća u život","1",""
"sportklub_d447bb5895","Unosan ugovor: Nan će igrati za domaćina predstojećeg SP!","1",""
"sportklub_dee58282ae","Pometnja zbog trenera iz BiH: Novinari u šatorima na aerodromu","0",""
"sportklub_8cd843cfbc","Marožan je tek pripretio: Kecmanović je u 2. kolu Rolan Garosa","0",""
"sportklub_3700ff3e5c","Mari o velikoj trojci: Ko je hteo da trenira sa svima, a ko ne","1",""
"sportklub_4f56f637b2","(VIDEO) Milijaš: Kako se ponašamo, takva će nam biti i deca","1",""
"sportklub_f96c067f6b","Slavoljub Muslin se izvinio studentima","0",""
"sportklub_f53c9457e1","Biće pakao u 38. kolu LaLige: I dalje pola lige brine za opstanak","0",""
"sportklub_c5a9e85c43","Popović: Nije važno koliko godina imate, već da li ste spremni","0",""
"sportklub_1431452cc4","Gudurićev Armani blizu polufinala, Breša izjednačila","0",""
"sportklub_7b1e563a49","Kerik ostaje na Old Trafordu, Junajted spremio novi ugovor","0",""
"sportklub_eecb5eb11a","Nula Sent Etjena i Nice, odluka pred praznim tribinama u revanšu","0",""
"sportklub_a4a9cf3993","Real ovog leta obara Nejmarov rekord: Želi zvezdu od 225 miliona","0",""
"sportklub_2cacd6ec52","(VIDEO) Šta se ovo desilo?! Nasr imao titulu u rukama, a onda…","1",""
"sportklub_dabd437414","Predsednik Fenerbahčea osuđen na zatvorsku kaznu","0",""
"sportklub_a2e3a8fef7","Endo: Želimo da ispišemo novu istoriju japanskog fudbala","0",""
"sportklub_51c8689259","Stojkanović izabrala za odlučujuće mečeve kvalifikacija","0",""
"sportklub_a58d42f0f7","Skandalozno: Kristina Rakočević više neće nastupati za Crnu Goru!","0",""
"sportklub_deace379dc","Siner izabrao pripremni turnir za Vimbldon – u Đokovićevom stilu","1",""
"sportklub_b1da0829b4","Veliki šok za Virtus u plej-ofu Palakanestra","1",""
"sportklub_b7d91086ab","Zvezda pojačana ide u Niš po poslednji trofej u sezoni","0",""
"sportklub_5fbcdb3b12","Snimatelj iznervirao Đokovića: Molim te, bliže mi se unesi u lice","1",""
"sportklub_60c0b34489","(VIDEO) Raselu „bezobrazan“ duel protiv Antonelija u sprintu","0",""
"sportklub_44b85d94c9","SKener Vojvodine: Rosićeve parade bez nagrade","1",""
"sportklub_491775ba4f","Sportisti besni na Koventri koja „ne veruje u plaćanje sportista“","1",""
"sportklub_204edc31d9","„Đoković je 2011. pobedio mnogo bolje igrače nego Siner sada“","1",""
"sportklub_4302c0e75e","Vašington: Ostajem li u Partizanu? Ne!","0",""
"sportklub_66953407c9","Iz Italije: Teodosićev saigrač blizu Zvezde","1",""
"sportklub_38d9f48954","Ludilo poslednjeg kola na Pirinejima: Pola lige se bori za nešto","1",""
"sportklub_68695b6cc9","Penjaroja: Nedopustivo za finale, meč traje 40, a ne 32 minuta!","0",""
"sportklub_d3aad4f8db","Obradović: Kodi ne trenira, nadam se da će se bar neko oporaviti","0",""
"sportklub_5495c179ee","Điro: Narvaes osvojio i osmu etapu, Vingegor smanjuje razliku","0",""
"sportklub_8f1703a704","Mark Markes u „klubu 100“, trku obeležio veliki incident","0",""
"sportklub_8326cbc7cf","Selektor Srbije za titulu u Turskoj","0",""
"sportklub_b91f51e0cd","Mane predvodi Senegal na Mundijalu","0",""
"sportklub_cd2807b9e8","Zvezda ispustila +21 u Ljubljani, igraće se majstorica","0",""
"sportklub_e6c46b438f","Siner je preživeo! Ali još nije dobio Medvedeva","0",""
"sportklub_85765a7c9b","Vučić: Kad zamolim Novaka, on obezbedi taj reket sa zadovoljstvom","0",""
"sportklub_7df8095f0a","Posle Kigena, još jedna legenda Liverpula objavila da ima rak","1",""
"sportklub_4600f9c46a","Dve karte za Nikse ili poveća kuća u Oklahimi – cena je ista","1",""
"sportklub_7467adbd43","(VIDEO) Koko Gof se „kaznila“ – reketom u glavu","0",""
"sportklub_b10e364e45","Većina „promašila“ brzi krug, vodeći u Moto3 startuje 15!","0",""
"sportklub_cdfb08c5de","Prva liga Srbije: Sve rešeno, Furtula izbacio Tekstilac","0",""
"sportklub_ddf8a50d43","Iran premestio bazu iz SAD u Meksiko zbog bezbednosnih razloga","0",""
"sportklub_eb5dbb378f","Semenjo predvodi Ganu, otpala druga velika zvezda","0",""
"sportklub_08aeb4a20f","Kako dodati Sport klub među omiljene izvore na Guglu","0",""
"sportklub_90061cce24","(VIDEO) Pogledajte sve golove 38. kola Premijer lige","0",""
"sportklub_8853c7e7e2","Đokić: Uvek sam želeo Zvezdu i Partizan od starta u KLS","0",""
"sportklub_0b41c22660","Ružno: Navijači vređali kapitena, Zvezdinog „pika“","1",""
"sportklub_b5e31fc088","Šampion Crne Gore radi punom parom, ostaje i Butsijel…","1",""
"sportklub_7f7fbb7695","Reprezentativci Engleske opljačkani u SAD","0",""
"sportklub_c45e36752b","Žemberi o TSC-u posle Orbana: Biće nam kritična Akademija","1",""
"sportklub_4c8f689730","Tanjga se izvinio Iliću: Shvatio sam da je sudio korektno…","1",""
"sportklub_1cfd697940","Valensija posle drame srušila Huventud","0",""
"sportklub_a63d3734ca","Mesi sa 25.000.000 dolara ubedljivo najplaćeniji igrač MLS","0",""
"sportklub_fc03bfb599","Juniorska šampionka RG iz Rusije. Đoković je moj idol","0",""
"sportklub_ab13c9b66b","Javor imenovao naslednika Radovana Ćurčića, vratio se i Lišanin","0",""
"sportklub_86576a2621","Direktor Evrolige: Zvezda i Partizan postaće franšize","0",""
"sportklub_6e6e1decf8","„Nažalost, Duško Ivanović mi je bio trener…“","1",""
"sportklub_f734c645bc","Neverovatni Janik Siner dosegao Novaka – „zlatni masters“","0",""
"sportklub_88aef3e3aa","Vlade posvetio trofej Duletu: Imao je ogroman uticaj na mene…","1",""
"sportklub_cfaaa0dca3","Šta će tačno odlučiti polufinala Fajnal-fora Evrolige?","1",""
"sportklub_2be245bfdf","Darderi u fubalskom dimu slomio Hodara za najveće polufinale","0",""
"sportklub_91f7343f1c","Derbi Lige nacija: Brazil prekinuo rekordni niz Italije!","0",""
"sportklub_484e259c34","(VIDEO) Ludo slavlje Dejana Stankovića sa Delijama","0",""
"sportklub_a42565d66b","Penjaroja: Moraćemo da kontrolišemo emocije i da igramo zajedno","1",""
"sportklub_42b8ebe3c8","Đere odmoran ide u finale! Lajović ispustio derbi sa Kecmanovićem","0",""
"sportklub_6ed3e7db5c","PAO i epizoda nismo isti: Nećemo ići u drugu ligu","1",""
"sportklub_960722511e","Terzić posle „duple krune“: Sledeći cilj – međunarodna scena!","0",""
"sportklub_40b2d9a5c1","Laslo Đere upisao ATP pobedu posle 11 meseci","0",""
"sportklub_4e5adef034","Nejmar propušta prijateljsku utakmicu protiv Egipta","0",""
"sportklub_c4973633fb","(VIDEO) Ovo je faul zbog kog se zapalila Atina u sredu","1",""
"sportklub_7cc0a53116","Legendarni Sale Đorđević ima novi posao!","1",""
"sportklub_f40a420716","Zvezda „gubi“ Šortsa, navodno je izabrao novi klub!","1",""
"sportklub_4f91f67846","Centar se vratio u Monako posle samo dva meseca od odlaska","1",""
"sportklub_518593d6e3","Đoković više nije rekorder, Siner ruši sve granice","1",""
"sportklub_c8f8bda325","Stanković o Zvezdanu Terziću: Institucija, mnogo pametan i mudar","0",""
"sportklub_3181737e28","Alkaras: Ne slažem se sa Đokovićem, nisam ničija kopija","0",""
"sportklub_6e849b5546","Musa i Avramović srušili Partizan, Dubai na pobedu od titule","0",""
"sportklub_9943ff8ee8","Bez hokejaša Rusije na Svetskom prvenstvu 2027.","0",""
"sportklub_73b621a1c0","„Zvezdina čuvena magija sa sudijama, to je sramota za fudbal“","1",""
"sportklub_44d8be6c1f","DR Kongo ne može u SAD zbog ebole? „Nećemo to na našoj granici“","1",""
"sportklub_6e71ca66ab","Pale se crvene lampice u Argentini: Mesi izašao zbog povrede?","0",""
"sportklub_b38d822bfd","Izner: Novak iz 2011. bi pobedio Janika iz 2026.","0",""
"sportklub_acabb5b2d6","„Zeleni karton za planetu? Pre je to veliki srednji prst“","1",""
"sportklub_38af9c9cd1","(VIDEO) Subotica na nogama: Ovako se dočekuju šampioni","1",""
"sportklub_6c775a90f0","Otkup Erakovića: Milioni, a tu su i procenti Zenitu","1",""
"sportklub_367346c53a","Aleksandar Ilić nije uspeo, Stošić jeste: Sjajan FNC 31 u Areni","0",""
"sportklub_5a94d62bd5","VIDEO: Najbrži dopingovani sprinter sveta ni blizu Useina Bolta","0",""
"sportklub_26d58ef2be","Zvezda zainteresovana za učesnika Mundijala","1",""
"sportklub_10ef1bd983","Kraj: TSC ispao u Prvu ligu!","0",""
"sportklub_7b3c1e8851","I Liverpul je bio spreman: Ovo je novi menadžer „redsa“?","1",""
"sportklub_4fd2c5ee89","PAO je slao klipove Evroligi, a odgovor…","1",""
"sportklub_c97dd0c3b2","Serena se vraća, a Koko i Mboko su oduševljene","1",""
"sportklub_97ac8b5388","Španci tvrde: Najbolji strelac u istoriji EL stiže u Barsu","1",""
"sportklub_8c88745dfa","Stigla podrška sa stare adrese: Zvezda je uz Čovića!","1",""
"sportklub_f2d1b58148","Srbin ponovo u finalu Lige šampiona","1",""
"sportklub_9971c88c79","Paun menja plan: Srbija u novom sastavu put Lisabona i Meksika","0",""
"sportklub_48d21ee562","Anastasija Cvetković u četvrtfinalu Rolan Garosa","0",""
"sportklub_f6a070b468","Novi blokbaster u LA: Remsi Geretu priključuju legendu?","1",""
"sportklub_31d3495465","Angelina preskočila 194 cm, pa se povukla sa takmičenja","0",""
"sportklub_b43dae72a8","Škotska bez standardnog golmana, na SP ide i 43-godišnjak","1",""
"sportklub_c903ca1a22","Montreal razbio odmornu Karolinu na startu polufinala NHL lige","0",""
"sportklub_faa5b4f9c7","Ni Zvezda, ni… Loša vest za Partizan u finišu sezone!","1",""
"sportklub_ad3e5bc7d9","Basara novi gensek, odlaze direktori","1",""
"sportklub_66f0a94b37","Terzić: Kao da smo im bili sparing partner na treningu","1",""
"sportklub_16782fa7ba","Preminuo mladi trener Efesa posle 30 dana borbe","1",""
"sportklub_3bc9ec858a","Iznenađenje: Konačan spisak Francuza za SP bez zvezde Reala","1",""
"sportklub_9cfe5762a3","Markez: Nisam potpuno zadovoljan, problem – prednji pneumatik","0",""
"sportklub_6b969b5787","Srbin među najvrednijima na svetu, a nema ga u reprezentaciji","1",""
"sportklub_898ea5e441","Fonseka se ne šali: Pao i Kasper Rud","1",""
"sportklub_4be004a1ff","Beceki za SK: Pozitivan dan, uvek može brže","1",""
"sportklub_c66dabe862","Skariolo: Olimpijakos je najbolji među najboljima","0",""
"sportklub_c2243f4252","Mekinro o Novaku, Fonseki i Sereni: Ako Novak osvoji 25…","1",""
"sportklub_97adc05991","(VIDEO) Emotivno u studiju SK o velikom Marku Podraščaninu","1",""
"sportklub_40ee786bec","Fis: Volim što Ivanišević uvek kaže ono što misli","1",""
"sportklub_5b591a8f90","(VIDEO) Senzacija u UFC: Gejdži unakazio Topuriju u Beloj kući","0",""
"sportklub_6afa06cafe","Ko bi nam fudbal „dao“ besplatno ako ne Florentino Perez","1",""
"sportklub_a2a1bd9ebf","(VIDEO) Hrvati propuštali šanse, Belgija slavila na Rujevici","0",""
"sportklub_f5c2801e02","Junak dana: Selekcija Australije","1",""
"sportklub_78738dd80b","Mačak, Mundijal, prognoza, premijer… Da li imamo novog Pola","1",""
"sportklub_b4bda5e760","Jovana Nogić ponovo dvocifrena, Nikolina Milić ipak slavila","0",""
"sportklub_74bdfb556c","„Nečuveno je da igrač Real Madrida nema mesto u Engleskoj“","0",""
"sportklub_f8433789f9","Ataman svestan situacije: Ako mi Janakopulos više ne veruje…","1",""
"sportklub_f26504c637","Pogodio 3 puta: Nemački ekonomista ‘zna’ ko će biti šampion sveta","1",""
"sportklub_6f9de5e3b4","Rud: Svi znamo da je bez Novaka i Janika RG otvoren za sve","0",""
"sportklub_77a4c51875","Posle 49 godina: Zvezda oborila rekord Hajduka","1",""
"sportklub_3c977f81a1","(VIDEO) Pogledajte sve golove 34. kola Bundeslige","0",""
"sportklub_133906fc3b","Pele i Tijeri Anri dobili svoje ulice u Njujorku","0",""
